Location,Variant,LocID,VarID,Time,MidPeriod,PopMale,PopFemale,PopTotal,PopDensity
World,Medium,900,2,1950,1950.5,1266259.5559999999,1270171.462,2536431.018,19.497
World,Medium,900,2,1951,1951.5,1290237.638,1293796.5890000002,2584034.227,19.863
World,Medium,900,2,1952,1952.5,1313854.565,1317007.125,2630861.69,20.223
World,Medium,900,2,1953,1953.5,1337452.7859999998,1340156.275,2677609.0609999998,20.581999999999997
World,Medium,900,2,1954,1954.5,1361313.834,1363532.92,2724846.7539999997,20.945
World,Medium,900,2,1955,1955.5,1385658.299,1387361.616,2773019.915,21.316
World,Medium,900,2,1956,1956.5,1410643.208,1411800.0459999999,2822443.2539999997,21.695
World,Medium,900,2,1957,1957.5,1436364.62,1436941.438,2873306.058,22.086
World,Medium,900,2,1958,1958.5,1462864.322,1462822.358,2925686.68,22.489
World,Medium,900,2,1959,1959.5,1490141.399,1489434.7480000001,2979576.147,22.903000000000002
World,Medium,900,2,1960,1960.5,1518186.7019999998,1516763.013,3034949.715,23.329
World,Medium,900,2,1961,1961.5,1547019.3530000001,1544824.16,3091843.5130000003,23.766
World,Medium,900,2,1962,1962.5,1576718.9030000002,1573701.858,3150420.7610000004,24.215999999999998
World,Medium,900,2,1963,1963.5,1607439.247,1603561.699,3211000.9460000005,24.682
World,Medium,900,2,1964,1964.5,1639369.3280000002,1634608.9440000001,3273978.272,25.166
World,Medium,900,2,1965,1965.5,1672618.879,1666964.631,3339583.51,25.671
World,Medium,900,2,1966,1966.5,1707237.638,1700684.993,3407922.631,26.195999999999998
World,Medium,900,2,1967,1967.5,1743114.2219999998,1735655.882,3478770.104,26.74
World,Medium,900,2,1968,1968.5,1779990.92,1771608.5159999998,3551599.436,27.3
World,Medium,900,2,1969,1969.5,1817510.8,1808170.165,3625680.965,27.87
World,Medium,900,2,1970,1970.5,1855390.166,1845046.876,3700437.042,28.444000000000003
World,Medium,900,2,1971,1971.5,1893576.3180000002,1882183.7119999998,3775760.03,29.023000000000003
World,Medium,900,2,1972,1972.5,1932065.884,1919584.7040000001,3851650.588,29.607
World,Medium,900,2,1973,1973.5,1970688.779,1957091.74,3927780.519,30.191999999999997
World,Medium,900,2,1974,1974.5,2009259.494,1994534.6840000001,4003794.1780000003,30.776
World,Medium,900,2,1975,1975.5,2047666.0259999998,2031814.448,4079480.474,31.358
World,Medium,900,2,1976,1976.5,2085824.4530000002,2068842.374,4154666.827,31.936
World,Medium,900,2,1977,1977.5,2123811.87,2105694.049,4229505.919,32.510999999999996
World,Medium,900,2,1978,1978.5,2161887.5919999997,2142646.0069999998,4304533.598999999,33.088
World,Medium,900,2,1979,1979.5,2200418.504,2180087.681,4380506.185,33.672
World,Medium,900,2,1980,1980.5,2239689.027,2218314.4390000002,4458003.466,34.268
World,Medium,900,2,1981,1981.5,2279673.275,2257323.344,4536996.619,34.875
World,Medium,900,2,1982,1982.5,2320329.605,2297056.921,4617386.526000001,35.493
World,Medium,900,2,1983,1983.5,2361892.5840000003,2337676.603,4699569.187,36.124
World,Medium,900,2,1984,1984.5,2404645.374,2379366.143,4784011.517,36.773
World,Medium,900,2,1985,1985.5,2448724.603,2422197.063,4870921.666,37.442
World,Medium,900,2,1986,1986.5,2494279.319,2466288.681,4960568.0,38.131
World,Medium,900,2,1987,1987.5,2541075.233,2511446.765,5052521.998,38.836999999999996
World,Medium,900,2,1988,1988.5,2588387.929,2557038.065,5145425.994,39.552
World,Medium,900,2,1989,1989.5,2635233.492,2602207.942,5237441.433999999,40.259
World,Medium,900,2,1990,1990.5,2680895.262,2646335.779,5327231.041,40.949
World,Medium,900,2,1991,1991.5,2725113.1789999995,2689176.204,5414289.382999999,41.618
World,Medium,900,2,1992,1992.5,2768050.729,2730869.164,5498919.892999999,42.269
World,Medium,900,2,1993,1993.5,2809940.82,2771656.778,5581597.597999999,42.903999999999996
World,Medium,900,2,1994,1994.5,2851196.9960000003,2811953.432,5663150.427999999,43.531000000000006
World,Medium,900,2,1995,1995.5,2892141.5489999996,2852071.381,5744212.93,44.153999999999996
World,Medium,900,2,1996,1996.5,2932815.962,2892075.9689999996,5824891.931,44.773999999999994
World,Medium,900,2,1997,1997.5,2973160.99,2931884.6569999997,5905045.647000001,45.391000000000005
World,Medium,900,2,1998,1998.5,3013295.709,2971498.3660000004,5984794.075,46.004
World,Medium,900,2,1999,1999.5,3053349.42,3010889.613,6064239.033,46.614
World,Medium,900,2,2000,2000.5,3093433.858,3050059.9480000003,6143493.806,47.223
World,Medium,900,2,2001,2001.5,3133601.7610000004,3089024.77,6222626.531,47.832
World,Medium,900,2,2002,2002.5,3173900.4489999996,3127872.723,6301773.172,48.44
World,Medium,900,2,2003,2003.5,3214422.0310000004,3166763.11,6381185.141,49.051
World,Medium,900,2,2004,2004.5,3255262.626,3205896.765,6461159.391,49.665
World,Medium,900,2,2005,2005.5,3296485.267,3245421.689,6541906.956,50.286
World,Medium,900,2,2006,2006.5,3338132.9289999995,3285384.988,6623517.917,50.913000000000004
World,Medium,900,2,2007,2007.5,3380183.02,3325763.623,6705946.642999999,51.547
World,Medium,900,2,2008,2008.5,3422546.3819999998,3366542.29,6789088.672,52.18600000000001
World,Medium,900,2,2009,2009.5,3465089.423,3407677.565,6872766.988,52.82899999999999
World,Medium,900,2,2010,2010.5,3507703.635,3449119.953,6956823.5879999995,53.475
World,Medium,900,2,2011,2011.5,3550332.5930000003,3490861.575,7041194.168,54.123999999999995
World,Medium,900,2,2012,2012.5,3592963.006,3532864.9510000004,7125827.957,54.773999999999994
World,Medium,900,2,2013,2013.5,3635575.332,3575006.709,7210582.041,55.426
World,Medium,900,2,2014,2014.5,3678161.837,3617128.922,7295290.759,56.077
World,Medium,900,2,2015,2015.5,3720696.374,3659100.5930000003,7379796.967,56.727
World,Medium,900,2,2016,2016.5,3763157.2210000004,3700864.713,7464021.933999999,57.373999999999995
World,Medium,900,2,2017,2017.5,3805469.0930000003,3742389.807,7547858.9,58.018
World,Medium,900,2,2018,2018.5,3847487.861,3783603.252,7631091.113,58.658
World,Medium,900,2,2019,2019.5,3889034.611,3824433.5939999996,7713468.205,59.291000000000004
World,Medium,900,2,2020,2020.5,3929973.953,3864824.776,7794798.728999999,59.917
World,Medium,900,2,2021,2021.5,3970238.39,3904727.3419999997,7874965.732000001,60.533
World,Medium,900,2,2022,2022.5,4009829.762,3944122.815,7953952.5770000005,61.14
World,Medium,900,2,2023,2023.5,4048771.753,3983028.585,8031800.3379999995,61.738
World,Medium,900,2,2024,2024.5,4087120.942,4021484.313,8108605.255,62.32899999999999
World,Medium,900,2,2025,2025.5,4124919.51,4059517.943,8184437.453,62.912
World,Medium,900,2,2026,2026.5,4162157.7630000003,4097118.8880000003,8259276.651000001,63.486999999999995
World,Medium,900,2,2027,2027.5,4198812.392,4134265.9260000004,8333078.318,64.054
World,Medium,900,2,2028,2028.5,4234898.159,4170965.142,8405863.301,64.61399999999999
World,Medium,900,2,2029,2029.5,4270434.916999999,4207225.806,8477660.723,65.166
World,Medium,900,2,2030,2030.5,4305436.923,4243050.448,8548487.371,65.71
World,Medium,900,2,2031,2031.5,4339910.899,4278438.555,8618349.454,66.247
World,Medium,900,2,2032,2032.5,4373852.541999999,4313375.331,8687227.873,66.777
World,Medium,900,2,2033,2033.5,4407252.206,4347831.306,8755083.512,67.298
World,Medium,900,2,2034,2034.5,4440095.078,4381767.627,8821862.705,67.811
World,Medium,900,2,2035,2035.5,4472370.475,4415153.754,8887524.229,68.316
World,Medium,900,2,2036,2036.5,4504074.999,4447973.886,8952048.885,68.812
World,Medium,900,2,2037,2037.5,4535212.7639999995,4480224.852,9015437.616,69.29899999999999
World,Medium,900,2,2038,2038.5,4565789.971,4511903.674,9077693.645,69.778
World,Medium,900,2,2039,2039.5,4595815.916,4543012.646000001,9138828.562,70.248
World,Medium,900,2,2040,2040.5,4625296.608,4573550.774,9198847.382000001,70.709
World,Medium,900,2,2041,2041.5,4654233.007,4603512.476,9257745.483,71.16199999999999
World,Medium,900,2,2042,2042.5,4682621.46,4632886.693,9315508.152999999,71.60600000000001
World,Medium,900,2,2043,2043.5,4710457.197,4661661.05,9372118.247000001,72.041
World,Medium,900,2,2044,2044.5,4737734.143,4689821.239,9427555.382000001,72.467
World,Medium,900,2,2045,2045.5,4764446.973999999,4717356.298,9481803.272,72.884
World,Medium,900,2,2046,2046.5,4790594.206,4744260.467,9534854.673,73.292
World,Medium,900,2,2047,2047.5,4816175.052,4770532.697,9586707.749,73.691
World,Medium,900,2,2048,2048.5,4841185.259,4796172.061000001,9637357.32,74.08
World,Medium,900,2,2049,2049.5,4865620.226,4821179.92,9686800.146,74.46
World,Medium,900,2,2050,2050.5,4889476.137,4845557.763,9735033.9,74.831
World,Medium,900,2,2051,2051.5,4912753.77,4869307.988,9782061.758,75.192
World,Medium,900,2,2052,2052.5,4935453.691000001,4892431.75,9827885.441,75.544
World,Medium,900,2,2053,2053.5,4957572.608,4914928.954,9872501.562,75.887
World,Medium,900,2,2054,2054.5,4979106.4,4936798.851,9915905.251,76.221
World,Medium,900,2,2055,2055.5,5000054.515,4958044.231000001,9958098.746,76.545
World,Medium,900,2,2056,2056.5,5020416.864,4978668.303,9999085.167000001,76.86
World,Medium,900,2,2057,2057.5,5040200.141,4998681.121,10038881.262,77.166
World,Medium,900,2,2058,2058.5,5059417.113,5018100.967,10077518.08,77.46300000000001
World,Medium,900,2,2059,2059.5,5078085.161,5036951.199,10115036.36,77.752
World,Medium,900,2,2060,2060.5,5096218.399,5055251.284,10151469.683,78.032
World,Medium,900,2,2061,2061.5,5113824.311000001,5073012.898,10186837.208999999,78.304
World,Medium,900,2,2062,2062.5,5130906.26,5090242.78,10221149.04,78.567
World,Medium,900,2,2063,2063.5,5147469.268,5106949.7360000005,10254419.004,78.82300000000001
World,Medium,900,2,2064,2064.5,5163517.276000001,5123141.078,10286658.354,79.071
World,Medium,900,2,2065,2065.5,5179054.658,5138824.657,10317879.315,79.311
World,Medium,900,2,2066,2066.5,5194087.268999999,5154010.81,10348098.079,79.543
World,Medium,900,2,2067,2067.5,5208621.301,5168709.529,10377330.83,79.768
World,Medium,900,2,2068,2068.5,5222662.0030000005,5182928.529,10405590.532,79.985
World,Medium,900,2,2069,2069.5,5236214.416999999,5196674.719,10432889.136,80.195
World,Medium,900,2,2070,2070.5,5249283.714,5209955.787,10459239.501,80.398
World,Medium,900,2,2071,2071.5,5261875.63,5222779.228,10484654.858,80.593
World,Medium,900,2,2072,2072.5,5273995.495,5235154.907,10509150.402,80.781
World,Medium,900,2,2073,2073.5,5285647.053,5247095.808,10532742.861,80.96300000000001
World,Medium,900,2,2074,2074.5,5296833.337,5258616.666,10555450.002999999,81.137
World,Medium,900,2,2075,2075.5,5307558.352,5269729.843,10577288.195,81.305
World,Medium,900,2,2076,2076.5,5317828.46,5280445.712,10598274.172,81.46600000000001
World,Medium,900,2,2077,2077.5,5327650.719,5290770.19,10618420.909,81.62100000000001
World,Medium,900,2,2078,2078.5,5337030.84,5300705.978999999,10637736.819,81.77
World,Medium,900,2,2079,2079.5,5345975.152,5310253.081,10656228.233,81.91199999999999
World,Medium,900,2,2080,2080.5,5354490.414,5319414.04,10673904.454,82.04799999999999
World,Medium,900,2,2081,2081.5,5362581.26,5328192.075,10690773.335,82.177
World,Medium,900,2,2082,2082.5,5370256.1,5336596.326,10706852.426,82.301
World,Medium,900,2,2083,2083.5,5377530.581,5344640.794,10722171.375,82.419
World,Medium,900,2,2084,2084.5,5384423.2979999995,5352342.146000001,10736765.444,82.531
World,Medium,900,2,2085,2085.5,5390949.038,5359713.315,10750662.353,82.63799999999999
World,Medium,900,2,2086,2086.5,5397115.414,5366758.609,10763874.023,82.73899999999999
World,Medium,900,2,2087,2087.5,5402924.365,5373477.654,10776402.019000001,82.835
World,Medium,900,2,2088,2088.5,5408377.091,5379871.857000001,10788248.947999999,82.927
World,Medium,900,2,2089,2089.5,5413472.043,5385941.323,10799413.365999999,83.012
World,Medium,900,2,2090,2090.5,5418208.072000001,5391684.231000001,10809892.303,83.09299999999999
World,Medium,900,2,2091,2091.5,5422585.5139999995,5397097.129,10819682.643,83.16799999999999
World,Medium,900,2,2092,2092.5,5426605.848999999,5402175.11,10828780.959,83.238
World,Medium,900,2,2093,2093.5,5430270.716,5406911.3610000005,10837182.077,83.303
World,Medium,900,2,2094,2094.5,5433580.881,5411297.917,10844878.798,83.36200000000001
World,Medium,900,2,2095,2095.5,5436535.751,5415324.393999999,10851860.145,83.416
World,Medium,900,2,2096,2096.5,5439132.293,5418979.294,10858111.587000001,83.464
World,Medium,900,2,2097,2097.5,5441365.752,5422249.024,10863614.775999999,83.506
World,Medium,900,2,2098,2098.5,5443228.989,5425118.647000001,10868347.636,83.542
World,Medium,900,2,2099,2099.5,5444712.816000001,5427571.318,10872284.134000001,83.573
World,Medium,900,2,2100,2100.5,5445805.4629999995,5429588.256,10875393.719,83.596
China,Medium,156,2,1950,1950.5,287739.865,266679.404,554419.269,59.055
China,Medium,156,2,1951,1951.5,295567.965,274341.143,569909.108,60.705
China,Medium,156,2,1952,1952.5,301939.82399999996,280636.673,582576.497,62.053999999999995
China,Medium,156,2,1953,1953.5,307333.563,286032.31899999996,593365.882,63.203
China,Medium,156,2,1954,1954.5,312143.382,290908.934,603052.316,64.235
China,Medium,156,2,1955,1955.5,316679.542,295562.01,612241.552,65.214
China,Medium,156,2,1956,1956.5,321165.115,300198.118,621363.233,66.185
China,Medium,156,2,1957,1957.5,325739.211,304938.437,630677.6479999999,67.178
China,Medium,156,2,1958,1958.5,330466.798,309828.979,640295.777,68.202
China,Medium,156,2,1959,1959.5,335354.975,314857.756,650212.731,69.258
China,Medium,156,2,1960,1960.5,340401.908,320006.146,660408.054,70.344
China,Medium,156,2,1961,1961.5,345648.969,325303.732,670952.701,71.468
China,Medium,156,2,1962,1962.5,351226.376,330876.278,682102.6540000001,72.655
China,Medium,156,2,1963,1963.5,357372.80100000004,336966.283,694339.084,73.959
China,Medium,156,2,1964,1964.5,364379.894,343874.708,708254.6020000001,75.441
China,Medium,156,2,1965,1965.5,372429.283,351789.68700000003,724218.97,77.141
China,Medium,156,2,1966,1966.5,381611.05799999996,360803.82899999997,742414.887,79.079
China,Medium,156,2,1967,1967.5,391796.727,370784.44899999996,762581.176,81.22800000000001
China,Medium,156,2,1968,1968.5,402668.343,381406.37200000003,784074.715,83.51700000000001
China,Medium,156,2,1969,1969.5,413776.039,392209.902,805985.941,85.851
China,Medium,156,2,1970,1970.5,424765.456,402835.929,827601.385,88.15299999999999
China,Medium,156,2,1971,1971.5,435557.24700000003,413202.46200000006,848759.709,90.40700000000001
China,Medium,156,2,1972,1972.5,446159.375,423326.58700000006,869485.962,92.615
China,Medium,156,2,1973,1973.5,456413.55299999996,433071.815,889485.368,94.745
China,Medium,156,2,1974,1974.5,466158.309,442305.89700000006,908464.2059999999,96.766
China,Medium,156,2,1975,1975.5,475291.833,450949.05600000004,926240.8890000001,98.66
China,Medium,156,2,1976,1976.5,483746.63,458938.782,942685.412,100.412
China,Medium,156,2,1977,1977.5,491570.92299999995,466320.348,957891.271,102.031
China,Medium,156,2,1978,1978.5,498936.41,473269.031,972205.441,103.556
China,Medium,156,2,1979,1979.5,506094.367,480037.847,986132.214,105.039
China,Medium,156,2,1980,1980.5,513254.169,486835.059,1000089.228,106.52600000000001
China,Medium,156,2,1981,1981.5,520383.823,493638.388,1014022.2109999999,108.01
China,Medium,156,2,1982,1982.5,527494.38,500454.609,1027948.9890000001,109.494
China,Medium,156,2,1983,1983.5,534882.8539999999,507548.547,1042431.401,111.036
China,Medium,156,2,1984,1984.5,542922.384,515249.589,1058171.973,112.713
China,Medium,156,2,1985,1985.5,551836.686,523752.677,1075589.363,114.568
China,Medium,156,2,1986,1986.5,561798.689,533215.417,1095014.106,116.637
China,Medium,156,2,1987,1987.5,572625.011,543470.464,1116095.475,118.883
China,Medium,156,2,1988,1988.5,583740.46,553983.774,1137724.2340000002,121.186
China,Medium,156,2,1989,1989.5,594344.178,564013.215,1158357.393,123.384
China,Medium,156,2,1990,1990.5,603859.475,573024.206,1176883.6809999999,125.35799999999999
China,Medium,156,2,1991,1991.5,612077.869,580819.4079999999,1192897.277,127.06299999999999
China,Medium,156,2,1992,1992.5,619162.85,587548.3929999999,1206711.243,128.535
China,Medium,156,2,1993,1993.5,625367.136,593449.923,1218817.0590000001,129.82399999999998
China,Medium,156,2,1994,1994.5,631105.159,598914.8670000001,1230020.0259999998,131.018
China,Medium,156,2,1995,1995.5,636686.865,604233.674,1240920.539,132.179
China,Medium,156,2,1996,1996.5,642170.0970000001,609466.081,1251636.178,133.32
China,Medium,156,2,1997,1997.5,647469.136,614526.881,1261996.017,134.423
China,Medium,156,2,1998,1998.5,652586.59,619395.759,1271982.3490000002,135.487
China,Medium,156,2,1999,1999.5,657496.739,624018.094,1281514.8329999999,136.503
China,Medium,156,2,2000,2000.5,662187.757,628363.01,1290550.767,137.465
China,Medium,156,2,2001,2001.5,666683.3420000001,632446.405,1299129.747,138.379
China,Medium,156,2,2002,2002.5,671028.743,636323.5129999999,1307352.256,139.255
China,Medium,156,2,2003,2003.5,675255.679,640047.843,1315303.522,140.102
China,Medium,156,2,2004,2004.5,679398.8559999999,643685.7829999999,1323084.639,140.93
China,Medium,156,2,2005,2005.5,683485.9,647290.48,1330776.38,141.75
China,Medium,156,2,2006,2006.5,687528.8509999999,650879.793,1338408.644,142.563
China,Medium,156,2,2007,2007.5,691533.479,654460.412,1345993.8909999998,143.371
China,Medium,156,2,2008,2008.5,695511.0179999999,658058.462,1353569.48,144.178
China,Medium,156,2,2009,2009.5,699470.312,661699.098,1361169.41,144.987
China,Medium,156,2,2010,2010.5,703414.0190000001,665396.585,1368810.604,145.80100000000002
China,Medium,156,2,2011,2011.5,707339.988,669157.645,1376497.6330000001,146.62
China,Medium,156,2,2012,2012.5,711236.6309999999,672969.777,1384206.408,147.441
China,Medium,156,2,2013,2013.5,715082.615,676800.72,1391883.335,148.259
China,Medium,156,2,2014,2014.5,718849.365,680604.6009999999,1399453.966,149.065
China,Medium,156,2,2015,2015.5,722508.0059999999,684339.8620000001,1406847.868,149.85299999999998
China,Medium,156,2,2016,2016.5,726052.413,687996.94,1414049.3530000001,150.62
China,Medium,156,2,2017,2017.5,729462.38,691559.4140000001,1421021.794,151.362
China,Medium,156,2,2018,2018.5,732677.7829999999,694970.0059999999,1427647.789,152.06799999999998
China,Medium,156,2,2019,2019.5,735624.2590000001,698159.433,1433783.6919999998,152.722
China,Medium,156,2,2020,2020.5,738247.34,701076.434,1439323.774,153.312
China,Medium,156,2,2021,2021.5,740521.76,703694.3420000001,1444216.102,153.833
China,Medium,156,2,2022,2022.5,742454.663,706016.7409999999,1448471.404,154.286
China,Medium,156,2,2023,2023.5,744065.907,708061.767,1452127.674,154.67600000000002
China,Medium,156,2,2024,2024.5,745391.547,709863.315,1455254.862,155.009
China,Medium,156,2,2025,2025.5,746460.564,711447.684,1457908.2480000001,155.291
China,Medium,156,2,2026,2026.5,747276.937,712815.314,1460092.251,155.524
China,Medium,156,2,2027,2027.5,747838.01,713959.628,1461797.638,155.70600000000002
China,Medium,156,2,2028,2028.5,748159.905,714892.941,1463052.846,155.839
China,Medium,156,2,2029,2029.5,748261.449,715629.887,1463891.336,155.929
China,Medium,156,2,2030,2030.5,748158.67,716181.48,1464340.15,155.976
China,Medium,156,2,2031,2031.5,747862.303,716555.199,1464417.5019999999,155.985
China,Medium,156,2,2032,2032.5,747379.071,716751.3509999999,1464130.4219999998,155.954
China,Medium,156,2,2033,2033.5,746715.948,716764.8979999999,1463480.846,155.885
China,Medium,156,2,2034,2034.5,745878.396,716586.728,1462465.124,155.77700000000002
China,Medium,156,2,2035,2035.5,744872.12,716210.91,1461083.03,155.63
China,Medium,156,2,2036,2036.5,743703.8809999999,715637.291,1459341.1719999998,155.444
China,Medium,156,2,2037,2037.5,742381.178,714870.995,1457252.1730000002,155.221
China,Medium,156,2,2038,2038.5,740910.927,713917.517,1454828.4440000001,154.963
China,Medium,156,2,2039,2039.5,739299.95,712784.316,1452084.2659999998,154.671
China,Medium,156,2,2040,2040.5,737554.247,711477.173,1449031.42,154.346
